TITLE	
DATA TYPE	FLUORESCENCE SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/03/13
TIME	15:17:24
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	0.5
XUNITS	NANOMETERS
YUNITS	INTENSITY
FIRSTX	  415.0000
LASTX	  700.0000
NPOINTS	     571
FIRSTY	     1.65782
MAXY	   426.21780
MINY	     0.51922
XYDATA
415.0000	1.65782
415.5000	1.66125
416.0000	1.75101
416.5000	1.65853
417.0000	1.69968
417.5000	1.73537
418.0000	1.76323
418.5000	1.85302
419.0000	1.8873
419.5000	1.8733
420.0000	1.92342
420.5000	1.94279
421.0000	2.02585
421.5000	2.00604
422.0000	1.96572
422.5000	2.00545
423.0000	1.87353
423.5000	1.87957
424.0000	1.77898
424.5000	1.77607
425.0000	1.82134
425.5000	1.79358
426.0000	2.05421
426.5000	2.0602
427.0000	2.03848
427.5000	2.03063
428.0000	1.92511
428.5000	2.04805
429.0000	1.89468
429.5000	2.02477
430.0000	2.17079
430.5000	2.01356
431.0000	2.02203
431.5000	2.09287
432.0000	2.16551
432.5000	1.97192
433.0000	2.09166
433.5000	2.00902
434.0000	2.11527
434.5000	2.03844
435.0000	2.06178
435.5000	2.00293
436.0000	1.91497
436.5000	1.92789
437.0000	2.00773
437.5000	2.0846
438.0000	2.05704
438.5000	2.04132
439.0000	2.02174
439.5000	2.02447
440.0000	2.12338
440.5000	2.0716
441.0000	2.0421
441.5000	2.13956
442.0000	2.15143
442.5000	2.16623
443.0000	2.14021
443.5000	2.14167
444.0000	2.21182
444.5000	2.09745
445.0000	2.1511
445.5000	2.11026
446.0000	2.13277
446.5000	2.27777
447.0000	2.31742
447.5000	2.4038
448.0000	2.47213
448.5000	2.47962
449.0000	2.30916
449.5000	2.01223
450.0000	1.93781
450.5000	1.82649
451.0000	1.59495
451.5000	1.45839
452.0000	1.65482
452.5000	1.90072
453.0000	1.93652
453.5000	2.00792
454.0000	2.11945
454.5000	2.34311
455.0000	2.35438
455.5000	2.37413
456.0000	2.41029
456.5000	2.52386
457.0000	2.55506
457.5000	2.61267
458.0000	2.72174
458.5000	2.70736
459.0000	2.67277
459.5000	2.74144
460.0000	2.8122
460.5000	2.79805
461.0000	2.70754
461.5000	2.77355
462.0000	2.88305
462.5000	2.91682
463.0000	2.99393
463.5000	2.93151
464.0000	2.93981
464.5000	3.09586
465.0000	3.1535
465.5000	3.06929
466.0000	3.38494
466.5000	3.17973
467.0000	3.30369
467.5000	3.24874
468.0000	3.25383
468.5000	3.376
469.0000	3.37194
469.5000	3.60741
470.0000	3.49587
470.5000	3.73599
471.0000	3.86447
471.5000	3.69866
472.0000	3.76071
472.5000	3.91938
473.0000	3.99977
473.5000	4.11972
474.0000	4.28584
474.5000	4.47062
475.0000	4.50043
475.5000	4.54434
476.0000	4.71252
476.5000	4.82182
477.0000	4.91044
477.5000	5.02411
478.0000	5.31398
478.5000	5.43234
479.0000	5.58722
479.5000	5.74578
480.0000	6.05822
480.5000	6.27334
481.0000	6.63438
481.5000	6.81942
482.0000	6.77728
482.5000	7.21544
483.0000	7.2915
483.5000	7.59422
484.0000	8.24017
484.5000	8.52224
485.0000	8.68797
485.5000	9.08708
486.0000	9.47226
486.5000	10.1127
487.0000	10.6019
487.5000	11.0554
488.0000	11.5961
488.5000	11.9535
489.0000	12.6035
489.5000	13.4151
490.0000	14.3086
490.5000	15.046
491.0000	16.0551
491.5000	16.9113
492.0000	17.7539
492.5000	18.695
493.0000	19.6942
493.5000	20.8502
494.0000	22.1311
494.5000	23.681
495.0000	24.9924
495.5000	26.5811
496.0000	28.6234
496.5000	30.2877
497.0000	32.3642
497.5000	34.5327
498.0000	37.0823
498.5000	39.1502
499.0000	41.5093
499.5000	44.2192
500.0000	47.1902
500.5000	49.8699
501.0000	53.6327
501.5000	57.5238
502.0000	60.3887
502.5000	64.3921
503.0000	67.9275
503.5000	72.3923
504.0000	77.0223
504.5000	80.9801
505.0000	86.1524
505.5000	91.7222
506.0000	96.9271
506.5000	102.554
507.0000	109.225
507.5000	115.69
508.0000	121.47
508.5000	127.718
509.0000	133.776
509.5000	140.967
510.0000	146.452
510.5000	154.431
511.0000	161.96
511.5000	169.28
512.0000	177.748
512.5000	184.867
513.0000	193.838
513.5000	200.631
514.0000	208.16
514.5000	216.277
515.0000	225.974
515.5000	233.662
516.0000	242.413
516.5000	251.056
517.0000	258.848
517.5000	266.958
518.0000	273.987
518.5000	281.485
519.0000	289.296
519.5000	296.624
520.0000	303.5
520.5000	310.418
521.0000	316.494
521.5000	322.107
522.0000	327.927
522.5000	334.019
523.0000	340.051
523.5000	346.032
524.0000	350.204
524.5000	356.678
525.0000	361.071
525.5000	365.569
526.0000	370.499
526.5000	374.947
527.0000	378.443
527.5000	383.564
528.0000	387.232
528.5000	391.874
529.0000	395.017
529.5000	397.854
530.0000	400.533
530.5000	404.073
531.0000	407.364
531.5000	409.66
532.0000	412.448
532.5000	414.776
533.0000	416.246
533.5000	417.988
534.0000	419.568
534.5000	421.956
535.0000	423.855
535.5000	423.757
536.0000	424.634
536.5000	424.898
