TITLE	
DATA TYPE	FLUORESCENCE SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/03/13
TIME	14:25:18
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	0.5
XUNITS	NANOMETERS
YUNITS	INTENSITY
FIRSTX	  415.0000
LASTX	  700.0000
NPOINTS	     571
FIRSTY	     6.52084
MAXY	   386.37683
MINY	     0.85547
XYDATA
415.0000	6.52084
415.5000	6.64398
416.0000	6.85457
416.5000	7.14124
417.0000	7.43185
417.5000	7.58096
418.0000	7.75838
418.5000	7.86416
419.0000	7.99373
419.5000	8.06879
420.0000	8.19156
420.5000	8.32657
421.0000	8.32452
421.5000	8.46882
422.0000	8.67006
422.5000	8.66105
423.0000	8.59931
423.5000	8.57677
424.0000	8.85583
424.5000	8.72692
425.0000	8.91342
425.5000	8.97233
426.0000	9.15761
426.5000	8.94182
427.0000	8.7707
427.5000	8.9266
428.0000	9.06508
428.5000	9.11004
429.0000	9.03877
429.5000	9.04266
430.0000	8.95341
430.5000	8.90103
431.0000	9.01229
431.5000	9.00017
432.0000	9.18561
432.5000	9.22678
433.0000	9.20412
433.5000	9.48972
434.0000	9.56574
434.5000	9.61984
435.0000	9.86401
435.5000	9.97541
436.0000	9.84836
436.5000	9.89085
437.0000	10.0766
437.5000	10.2345
438.0000	10.3266
438.5000	10.3904
439.0000	10.6921
439.5000	11.1319
440.0000	11.3992
440.5000	11.6449
441.0000	11.8251
441.5000	11.8617
442.0000	12.0554
442.5000	12.352
443.0000	12.7639
443.5000	12.8525
444.0000	13.1564
444.5000	13.3843
445.0000	13.6489
445.5000	14.0729
446.0000	14.1365
446.5000	14.4645
447.0000	14.8957
447.5000	15.4279
448.0000	15.9702
448.5000	15.9963
449.0000	16.6116
449.5000	16.6846
450.0000	16.4864
450.5000	16.7546
451.0000	17.6657
451.5000	17.7773
452.0000	18.1169
452.5000	18.9867
453.0000	19.7765
453.5000	20.0045
454.0000	20.8416
454.5000	21.5886
455.0000	22.8279
455.5000	23.3954
456.0000	24.0153
456.5000	24.786
457.0000	25.426
457.5000	26.6555
458.0000	27.4593
458.5000	28.2626
459.0000	29.2109
459.5000	30.1926
460.0000	31.2179
460.5000	32.622
461.0000	33.4333
461.5000	34.4381
462.0000	35.839
462.5000	37.4565
463.0000	38.8238
463.5000	40.2361
464.0000	41.4366
464.5000	43.316
465.0000	44.1819
465.5000	45.8773
466.0000	47.7869
466.5000	48.9865
467.0000	51.4743
467.5000	52.9327
468.0000	54.8989
468.5000	57.189
469.0000	59.0084
469.5000	61.1135
470.0000	63.7891
470.5000	65.8516
471.0000	67.5777
471.5000	70.7705
472.0000	73.5172
472.5000	76.6163
473.0000	79.8155
473.5000	82.6808
474.0000	86.7227
474.5000	90.3254
475.0000	93.9328
475.5000	97.553
476.0000	101.427
476.5000	106.327
477.0000	111.581
477.5000	116.812
478.0000	122.387
478.5000	127.641
479.0000	133.394
479.5000	139.196
480.0000	145.641
480.5000	151.789
481.0000	158.866
481.5000	165.478
482.0000	173.286
482.5000	180.271
483.0000	187.507
483.5000	193.877
484.0000	202.031
484.5000	209.102
485.0000	216.24
485.5000	223.807
486.0000	232.859
486.5000	240.132
487.0000	248.781
487.5000	256.748
488.0000	264.277
488.5000	271.335
489.0000	277.967
489.5000	285.853
490.0000	293.645
490.5000	299.829
491.0000	307.388
491.5000	314.115
492.0000	320.651
492.5000	327.381
493.0000	333.149
493.5000	338.569
494.0000	344.41
494.5000	350.551
495.0000	354.152
495.5000	360.719
496.0000	364.593
496.5000	366.332
497.0000	373.197
497.5000	376.249
498.0000	378.738
498.5000	381.162
499.0000	382.898
499.5000	383.475
500.0000	386.377
500.5000	384.776
501.0000	385.117
501.5000	384.462
502.0000	384.254
502.5000	382.021
503.0000	379.697
503.5000	378.613
504.0000	376.439
504.5000	373.412
505.0000	368.201
505.5000	364.541
506.0000	360.912
506.5000	355.088
507.0000	348.328
507.5000	342.984
508.0000	337.53
508.5000	331.35
509.0000	324.17
509.5000	319.145
510.0000	310.524
510.5000	304.194
511.0000	295.478
511.5000	285.666
512.0000	278.586
512.5000	270.966
513.0000	261.354
513.5000	255.152
514.0000	245.077
514.5000	237.328
515.0000	227.837
515.5000	220.144
516.0000	211.474
516.5000	202.52
517.0000	193.108
517.5000	186.528
518.0000	178.602
518.5000	170.39
519.0000	163.838
519.5000	158.326
520.0000	151.234
520.5000	143.355
521.0000	137.652
521.5000	131.625
522.0000	125.539
522.5000	119.19
523.0000	114.871
523.5000	110.528
524.0000	105.125
524.5000	99.5898
525.0000	96.3795
525.5000	91.6581
526.0000	86.5523
526.5000	82.3151
527.0000	79.3708
527.5000	75.5888
528.0000	72.8212
528.5000	69.0071
529.0000	66.5197
529.5000	64.2023
530.0000	61.3696
530.5000	58.632
531.0000	56.2184
531.5000	53.8882
532.0000	52.4959
532.5000	50.5982
533.0000	49.0007
533.5000	47.3241
534.0000	45.6665
534.5000	44.3831
535.0000	42.785
535.5000	41.3756
536.0000	39.6281
536.5000	38.8374
537.0000	37.0428
537.5000	36.4337
538.0000	35.6569
538.5000	34.4389
