TITLE	
DATA TYPE	FLUORESCENCE SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/03/13
TIME	14:32:09
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	0.5
XUNITS	NANOMETERS
YUNITS	INTENSITY
FIRSTX	  415.0000
LASTX	  700.0000
NPOINTS	     571
FIRSTY	     4.41180
MAXY	   461.75766
MINY	     0.78500
XYDATA
415.0000	4.4118
415.5000	4.5597
416.0000	4.69191
416.5000	4.81693
417.0000	4.94857
417.5000	5.08768
418.0000	5.18506
418.5000	5.10347
419.0000	5.24311
419.5000	5.36753
420.0000	5.39122
420.5000	5.5156
421.0000	5.58608
421.5000	5.65437
422.0000	5.65529
422.5000	5.62672
423.0000	5.67043
423.5000	5.88869
424.0000	5.82519
424.5000	5.66606
425.0000	5.72198
425.5000	5.75471
426.0000	5.80242
426.5000	5.80874
427.0000	5.78242
427.5000	5.91077
428.0000	5.83593
428.5000	5.7524
429.0000	5.95102
429.5000	5.96887
430.0000	5.87058
430.5000	5.90208
431.0000	5.90831
431.5000	5.95798
432.0000	6.17156
432.5000	5.97034
433.0000	6.02848
433.5000	5.87969
434.0000	6.03261
434.5000	6.07844
435.0000	5.93901
435.5000	6.00473
436.0000	6.01933
436.5000	6.14715
437.0000	6.12314
437.5000	6.38906
438.0000	6.44511
438.5000	6.51073
439.0000	6.63973
439.5000	6.78724
440.0000	6.86933
440.5000	6.78241
441.0000	6.76351
441.5000	6.88708
442.0000	7.09505
442.5000	7.17147
443.0000	7.24742
443.5000	7.44849
444.0000	7.62144
444.5000	7.53504
445.0000	7.73256
445.5000	7.90844
446.0000	7.96574
446.5000	8.24842
447.0000	8.39067
447.5000	9.01025
448.0000	8.76878
448.5000	8.83085
449.0000	9.18678
449.5000	8.72015
450.0000	9.04547
450.5000	8.97388
451.0000	9.1194
451.5000	9.29073
452.0000	9.16565
452.5000	9.71796
453.0000	9.89328
453.5000	10.0218
454.0000	10.5239
454.5000	10.9114
455.0000	11.3768
455.5000	11.3013
456.0000	11.8354
456.5000	12.036
457.0000	12.4014
457.5000	12.7298
458.0000	13.2496
458.5000	13.6553
459.0000	13.8534
459.5000	14.3345
460.0000	14.772
460.5000	15.149
461.0000	15.6951
461.5000	16.1262
462.0000	16.7106
462.5000	17.1298
463.0000	17.6958
463.5000	18.2731
464.0000	18.5924
464.5000	19.7191
465.0000	20.2141
465.5000	20.9751
466.0000	21.3463
466.5000	22.8862
467.0000	23.6148
467.5000	24.0868
468.0000	25.1696
468.5000	26.3113
469.0000	27.1727
469.5000	28.7097
470.0000	29.4726
470.5000	30.7194
471.0000	32.0897
471.5000	33.1861
472.0000	35.0556
472.5000	36.381
473.0000	38.3848
473.5000	40.7977
474.0000	42.8602
474.5000	44.9461
475.0000	46.9383
475.5000	48.9697
476.0000	51.9425
476.5000	54.9645
477.0000	57.7301
477.5000	61.1284
478.0000	64.7305
478.5000	68.0294
479.0000	72.1702
479.5000	76.0533
480.0000	79.8836
480.5000	84.4335
481.0000	88.6637
481.5000	93.7414
482.0000	99.0216
482.5000	103.95
483.0000	109.26
483.5000	116.286
484.0000	121.213
484.5000	127.462
485.0000	133.713
485.5000	141.03
486.0000	148.719
486.5000	153.737
487.0000	162.472
487.5000	170.365
488.0000	177.424
488.5000	184.631
489.0000	193.613
489.5000	201.883
490.0000	210.93
490.5000	219.521
491.0000	229.29
491.5000	238.39
492.0000	246.922
492.5000	256.49
493.0000	266.23
493.5000	276.702
494.0000	286.41
494.5000	296.254
495.0000	305.953
495.5000	315.655
496.0000	324.417
496.5000	334.724
497.0000	347.252
497.5000	358.362
498.0000	365.949
498.5000	372.973
499.0000	384.118
499.5000	393.483
500.0000	398.534
500.5000	409.465
501.0000	416.579
501.5000	423.393
502.0000	430.587
502.5000	436.016
503.0000	439.604
503.5000	445.621
504.0000	450.136
504.5000	454.206
505.0000	457.149
505.5000	457.955
506.0000	459.321
506.5000	461.758
507.0000	461.011
507.5000	460.254
508.0000	459.361
508.5000	457.712
509.0000	453.877
509.5000	450.395
510.0000	443.808
510.5000	441.593
511.0000	434.605
511.5000	431.394
512.0000	422.46
512.5000	418.221
513.0000	409.474
513.5000	402.43
514.0000	393.354
514.5000	384.309
515.0000	377.634
515.5000	367.729
516.0000	357.507
516.5000	346.429
517.0000	336.795
517.5000	329.241
518.0000	320.871
518.5000	310.496
519.0000	300.553
519.5000	290.21
520.0000	281.705
520.5000	271.272
521.0000	262.352
521.5000	254.049
522.0000	243.496
522.5000	234.691
523.0000	227.719
523.5000	218.154
524.0000	209.812
524.5000	201.479
525.0000	193.851
525.5000	185.814
526.0000	178.192
526.5000	169.202
527.0000	162.262
527.5000	156.178
528.0000	149.547
528.5000	143.259
529.0000	137.085
529.5000	131.04
530.0000	125.33
530.5000	119.158
531.0000	113.944
531.5000	109.271
532.0000	104.037
532.5000	99.5444
533.0000	95.9746
533.5000	91.8771
534.0000	87.2143
534.5000	83.6757
535.0000	79.8527
535.5000	76.3727
536.0000	72.4898
536.5000	69.3982
537.0000	67.1611
537.5000	64.0796
538.0000	61.4865
538.5000	59.2664
