TITLE	
DATA TYPE	FLUORESCENCE SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/03/13
TIME	14:18:16
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	0.5
XUNITS	NANOMETERS
YUNITS	INTENSITY
FIRSTX	  415.0000
LASTX	  700.0000
NPOINTS	     571
FIRSTY	     4.34909
MAXY	   249.86699
MINY	     0.50332
XYDATA
415.0000	4.34909
415.5000	4.54666
416.0000	4.66195
416.5000	4.89799
417.0000	5.14064
417.5000	5.18975
418.0000	5.37416
418.5000	5.63534
419.0000	5.7354
419.5000	5.85755
420.0000	5.94978
420.5000	6.14376
421.0000	6.25059
421.5000	6.40755
422.0000	6.56941
422.5000	6.86947
423.0000	6.81275
423.5000	6.76559
424.0000	6.98102
424.5000	7.00281
425.0000	7.04054
425.5000	7.40443
426.0000	7.54244
426.5000	7.62429
427.0000	7.85151
427.5000	8.14756
428.0000	8.1361
428.5000	8.08442
429.0000	8.12086
429.5000	8.37061
430.0000	8.52055
430.5000	8.43817
431.0000	8.74846
431.5000	8.95952
432.0000	8.95433
432.5000	9.11349
433.0000	9.46788
433.5000	9.37155
434.0000	9.4543
434.5000	9.82
435.0000	9.96903
435.5000	10.0602
436.0000	10.2417
436.5000	10.4917
437.0000	10.5183
437.5000	10.7772
438.0000	11.0297
438.5000	11.2229
439.0000	11.4948
439.5000	11.881
440.0000	12.0773
440.5000	12.1553
441.0000	12.4398
441.5000	12.757
442.0000	13.2293
442.5000	13.5295
443.0000	13.6279
443.5000	13.8764
444.0000	14.3641
444.5000	14.6246
445.0000	14.9394
445.5000	15.4767
446.0000	15.7599
446.5000	15.9683
447.0000	16.4624
447.5000	16.9578
448.0000	17.0367
448.5000	17.4868
449.0000	18.0529
449.5000	18.2652
450.0000	18.373
450.5000	19.1902
451.0000	19.736
451.5000	19.8935
452.0000	20.2031
452.5000	21.0112
453.0000	21.3833
453.5000	21.9419
454.0000	22.756
454.5000	23.6414
455.0000	24.575
455.5000	25.1258
456.0000	25.4587
456.5000	26.6169
457.0000	27.4379
457.5000	28.1775
458.0000	29.1297
458.5000	30.0161
459.0000	31.017
459.5000	32.289
460.0000	33.3713
460.5000	34.2405
461.0000	34.896
461.5000	36.0128
462.0000	37.3966
462.5000	39.0328
463.0000	40.1215
463.5000	40.9101
464.0000	42.2551
464.5000	43.9777
465.0000	44.7018
465.5000	46.1987
466.0000	48.0813
466.5000	49.3947
467.0000	50.8666
467.5000	52.6979
468.0000	54.5055
468.5000	57.2313
469.0000	58.546
469.5000	60.1399
470.0000	62.1997
470.5000	64.5124
471.0000	66.8758
471.5000	68.9697
472.0000	71.4974
472.5000	74.3438
473.0000	77.2792
473.5000	79.8265
474.0000	82.8099
474.5000	86.1638
475.0000	89.1349
475.5000	92.2186
476.0000	96.0635
476.5000	100.26
477.0000	104.152
477.5000	108.637
478.0000	113.302
478.5000	117.973
479.0000	121.944
479.5000	127.056
480.0000	132.13
480.5000	137.075
481.0000	142.405
481.5000	146.758
482.0000	151.954
482.5000	158.335
483.0000	164.651
483.5000	168.144
484.0000	174.688
484.5000	177.841
485.0000	184.74
485.5000	190.105
486.0000	194.31
486.5000	199.417
487.0000	205.341
487.5000	210.176
488.0000	214.874
488.5000	218.267
489.0000	222.751
489.5000	227.355
490.0000	230.938
490.5000	232.826
491.0000	236.814
491.5000	240.203
492.0000	241.96
492.5000	243.515
493.0000	245.751
493.5000	247.439
494.0000	249.041
494.5000	249.867
495.0000	249.555
495.5000	248.768
496.0000	249.467
496.5000	249.861
497.0000	248.722
497.5000	248.201
498.0000	246.136
498.5000	243.698
499.0000	241.551
499.5000	238.498
500.0000	236.1
500.5000	233.512
501.0000	230.348
501.5000	226.099
502.0000	223.046
502.5000	219.992
503.0000	215.514
503.5000	209.874
504.0000	206.437
504.5000	201.713
505.0000	196.948
505.5000	192.759
506.0000	187.565
506.5000	182.585
507.0000	176.976
507.5000	171.722
508.0000	166.922
508.5000	162.333
509.0000	156.829
509.5000	151.741
510.0000	147.224
510.5000	142.342
511.0000	135.882
511.5000	131.929
512.0000	126.457
512.5000	121.179
513.0000	116.944
513.5000	112.618
514.0000	108.526
514.5000	104.799
515.0000	99.3733
515.5000	95.5638
516.0000	91.2899
516.5000	86.7472
517.0000	82.2426
517.5000	78.5844
518.0000	75.501
518.5000	72.1852
519.0000	69.3939
519.5000	66.5997
520.0000	63.3543
520.5000	60.1221
521.0000	57.6462
521.5000	54.9619
522.0000	52.3622
522.5000	50.7603
523.0000	48.8841
523.5000	46.6472
524.0000	45.2816
524.5000	42.836
525.0000	41.1465
525.5000	39.4143
526.0000	37.4835
526.5000	36.4838
527.0000	34.8252
527.5000	34.0884
528.0000	32.6116
528.5000	31.3959
529.0000	30.3552
529.5000	29.4438
530.0000	28.7236
530.5000	27.8149
531.0000	26.8626
531.5000	26.146
532.0000	25.5826
532.5000	25.1932
533.0000	24.3047
533.5000	23.4466
534.0000	23.2173
534.5000	22.6363
535.0000	21.8226
535.5000	21.2636
536.0000	20.7145
536.5000	20.7755
537.0000	20.2735
537.5000	19.8422
538.0000	19.5566
